district_code,district_name,block_mandal_code,block_mandal_name,village_code,village_name,habitation_code,area_sq_m,area_ha,area_sq_km,area_acres,perimeter_m,centroid_lon,centroid_lat,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat,geometry_type,source_more_40ha,source_less_40ha,source_total,source_dmvt,OBJECTID,OBJECTID_1
07,MAHABUBNAGAR,0721,MIDJIL,0721016,Urkondapeta,07075210160118,10107617.875187,1010.7617875187,10.107617875187,2497.6467707724228,14675.410531,78.42258437736606,16.770115987565095,78.40341023857597,16.755956822761117,78.45313649784183,16.790685174880323,Polygon,,1.0,1.0,1.0,2755,863
07,MAHABUBNAGAR,0729,NARAYANPET,0729002,Bhairamkonda,07073290020102,12807864.892355,1280.7864892355,12.807864892355001,3164.892340005297,21975.669506,77.45644063987827,16.742439485728696,77.43765943983205,16.716670351179353,77.47668386451153,16.77678877219894,Polygon,,2.0,2.0,2.0,2756,864
08,NALGONDA,0853,PEDDA ADISERLA PALLE,0853005,Keshamneni Palle,08086530050103,7628883.496653,762.8883496653,7.628883496653,1885.1381666090017,14394.612367,79.097488263616,16.78430207894816,79.06860796891367,16.767176907509974,79.11795964995464,16.79685902089272,Polygon,,2.0,2.0,2.0,2758,865
07,MAHABUBNAGAR,0721,MIDJIL,0721004,Vaspula,07075210040105,7071012.902344,707.1012902343999,7.071012902343999,1747.2853405929618,13021.159212,78.2801760499198,16.777542217988756,78.26400455360567,16.758008672584555,78.30520028580227,16.78866157076698,Polygon,,4.0,4.0,4.0,2759,866
07,MAHABUBNAGAR,0707,KOILKONDA,0707034,Abhangapatnam,07073070340124,5202334.980469,520.2334980469,5.202334980469,1285.5249698687703,11135.873185,77.87251503459778,16.770925438497212,77.85235147071336,16.762082587299627,77.89525901688265,16.78263235668337,Polygon,,1.0,1.0,1.0,2760,867
07,MAHABUBNAGAR,0723,JADCHERLA,0723019,Shankarayapalle,07075230190717,1489480.253906,148.94802539059998,1.489480253906,368.05858632925236,5428.894669,78.09664875881182,16.779303366096986,78.08619550446184,16.774330714922673,78.10424681784711,16.78595977169211,Polygon,,1.0,1.0,1.0,2761,868
07,MAHABUBNAGAR,0725,MAHBUBNAGAR,0725007,Yenugonda (Rural),07074250070111,15423777.54343,1542.377754343,15.42377754343,3811.2984335339684,22547.158528,78.03652356561305,16.76094189059427,78.00793710574135,16.727621593801622,78.05914285708569,16.784271298338687,Polygon,,3.0,3.0,3.0,2763,869
07,MAHABUBNAGAR,0707,KOILKONDA,0707028,Koilkonda,07073070280120,5821512.414062,582.1512414062,5.821512414062,1438.527045792629,9434.675117,77.79213007997869,16.768040050596042,77.7782348282664,16.757027260439678,77.80685956082439,16.780680056601334,Polygon,,1.0,1.0,1.0,2764,870
07,MAHABUBNAGAR,0721,MIDJIL,0721018,Urkonda,07075210180119,13164455.337247,1316.4455337247,13.164455337246999,3253.0077579178806,20738.810937,78.40252094584042,16.75835961900958,78.37480930237172,16.732245275729355,78.42995663521404,16.788051068115777,Polygon,,2.0,2.0,2.0,2765,871
07,MAHABUBNAGAR,0721,MIDJIL,0721020,Boinpalle,07075210200122,12739015.238281,1273.9015238281002,12.739015238281,3147.8792199714585,15549.547141,78.34801013018729,16.756702069408238,78.33070467546248,16.731235356129275,78.36491149670665,16.78751525816622,Polygon,,1.0,1.0,1.0,2766,872
07,MAHABUBNAGAR,0721,MIDJIL,0721021,Midjil,07075210210123,17193803.828125,1719.3803828125,17.193803828125,4248.681453820435,19734.529887,78.32111981580151,16.753678908574038,78.29590431054872,16.724826187807565,78.35123988212865,16.78711416322458,Polygon,,1.0,1.0,1.0,2767,873
08,NALGONDA,0855,NAMPALLE,0855028,Musti Palle,08093550280120,7367110.660815,736.7110660815,7.367110660814999,1820.452690151511,12808.028689,78.97762666705083,16.777126857072652,78.9591280316013,16.763049130375023,79.00001164657617,16.793427204828763,Polygon,,2.0,2.0,2.0,2768,874
07,MAHABUBNAGAR,0707,KOILKONDA,0707023,Ankilla,07073070230117,14156815.448475,1415.6815448475,14.156815448475,3498.225281755674,16180.403134,77.74904977923563,16.750296181326224,77.72514362206891,16.722898981487123,77.76965201941002,16.775182478659023,Polygon,,1.0,1.0,1.0,2774,875
07,MAHABUBNAGAR,0723,JADCHERLA,0723014,Koduparthy,07075230140112,4437656.527344,443.76565273439996,4.437656527343999,1096.5688090095953,12400.34848,78.21101589412542,16.76965277657046,78.18920415090702,16.760290093683075,78.23220342908459,16.78040192394811,Polygon,,1.0,1.0,1.0,2777,876
07,MAHABUBNAGAR,0729,NARAYANPET,0729020,Narasappapalle,07073290200215,8544152.640625,854.4152640625,8.544152640625,2111.3060975753287,13151.537007,77.65214435123256,16.757655796356723,77.63293009289437,16.741095438017503,77.67628664049406,16.772091515434873,Polygon,,5.0,5.0,5.0,2778,877
07,MAHABUBNAGAR,0721,MIDJIL,0721023,Munnanur,07075210230125,7626529.289062,762.6529289062,7.626529289062,1884.5564292441748,13284.681825,78.28508021372953,16.75518802781433,78.2679743436423,16.736863843025787,78.29671493121042,16.780573423887517,Polygon,,1.0,1.0,1.0,2779,878
07,MAHABUBNAGAR,0707,KOILKONDA,0707031,Malkapur,07073070310123,12744095.763381,1274.4095763381001,12.744095763381,3149.1346450643478,18975.674259,77.83455575728014,16.753125147168003,77.80492490118554,16.722333349588922,77.85696879333507,16.774170196913175,Polygon,,5.0,5.0,5.0,2780,879
07,MAHABUBNAGAR,0719,VELDANDA,0719013,Gundal,07083190130213,6644672.40625,664.467240625,6.64467240625,1641.9343096707537,9583.31337,78.57086487702637,16.77117447504941,78.55811915499484,16.7575479203123,78.58478513327645,16.783469660594662,Polygon,,1.0,1.0,1.0,2781,880
08,NALGONDA,0853,PEDDA ADISERLA PALLE,0853004,Gudipalle,08086530040102,25078076.422297,2507.8076422297,25.078076422297002,6196.927640794425,20861.016498,79.08834575681594,16.759550115081026,79.05647481684926,16.73047321339434,79.11819741488605,16.78790850808402,Polygon,,6.0,6.0,6.0,2782,881
07,MAHABUBNAGAR,0719,VELDANDA,0719014,Veldanda,07083190140113,31886550.585938,3188.6550585938,31.886550585938,7879.338246210274,23866.198851,78.53256491556434,16.758101656406485,78.4927790579515,16.73301186391814,78.56942817983172,16.782762018274845,Polygon,,4.0,4.0,4.0,2783,882
08,NALGONDA,0857,DEVARAKONDA,0857007,Sere Palle,08086570070107,14081810.653734,1408.1810653734,14.081810653734001,3479.691193339333,16823.695745,78.90671655260029,16.75953775315112,78.89138923263545,16.72887652296151,78.9272987403839,16.786221603901595,Polygon,,1.0,1.0,1.0,2784,883
07,MAHABUBNAGAR,0723,JADCHERLA,0723023,Malleboinpalle,07075230230120,11557378.643701,1155.7378643701,11.557378643701,2855.8904585122054,15735.110446,78.10059188143086,16.760608860194814,78.07865359317995,16.74234078673425,78.12659554763404,16.776023300983304,Polygon,,2.0,2.0,2.0,2786,884
07,MAHABUBNAGAR,0725,MAHBUBNAGAR,0725009,Mahbubnagar (Rural),07074250090199,45507832.942776,4550.7832942776,45.507832942776005,11245.230419068697,48227.701521,77.9738758956008,16.742698326055375,77.92256994000238,16.70830922016342,78.03455990370254,16.77303910369723,Polygon,,7.0,7.0,7.0,2787,885
