district_code,district_name,block_mandal_code,block_mandal_name,villages,polygon_features,area_sq_km,area_acres,min_lon,min_lat,max_lon,max_lat
08,NALGONDA,0801,BOMMALARAMARAM,24,24,165.647459985752,40932.378788846254,78.67996829435093,17.504171387191413,78.85104462250499,17.653176426770035
08,NALGONDA,0859,CHANDAM PET,24,25,556.768839697125,137580.5765223891,78.84656835131281,16.356960410148368,79.23347039972847,16.653666807316252
08,NALGONDA,0838,CHANDUR,17,17,195.140177102019,48220.18790236461,78.90236448376754,16.921225972727846,79.11321184497444,17.095322304416623
08,NALGONDA,0844,CHILKUR,4,4,130.846487578449,32332.87122671135,79.76664251309,16.908363875709064,79.92976289248888,17.02715764350231
08,NALGONDA,0856,CHINTHA PALLE,22,22,301.115484144839,74407.25657528061,78.69589310513238,16.73675096125115,78.93213147465177,16.97404646131409
08,NALGONDA,0821,CHITYALA,16,16,259.927424978856,64229.46550317821,78.96433135704031,17.13082842727223,79.19379385232966,17.291993647290063
08,NALGONDA,0827,CHIVVEMLA,15,15,148.263352820599,36636.67235633504,79.61011183615172,17.060602026002208,79.76786271015678,17.2102608389536
08,NALGONDA,0819,CHOUTUPPAL,17,17,294.306442679,72724.70578643872,78.7411071283412,17.185158334472177,79.01707755033429,17.347905753082177
08,NALGONDA,0850,DAMERACHERLA,18,18,319.230918093413,78883.67779158623,79.43975118103572,16.62222402966673,79.69668024439534,16.81997661125808
08,NALGONDA,0857,DEVARAKONDA,29,29,388.819028950527,96079.27447051277,78.75677798262168,16.597920805085437,79.07598047972658,16.786221603901595
08,NALGONDA,0843,GARIDEPALLE,11,11,182.357379799994,45061.48989883027,79.68787857930239,16.804475094379033,79.82664983400629,16.99563044435689
08,NALGONDA,0806,GUNDALA,20,20,194.159625035279,47977.8882098644,79.13950942465962,17.45389619642821,79.37658588391147,17.623956243812145
08,NALGONDA,0858,GUNDLA PALLE,22,22,281.167956012998,69478.11502693503,78.61130343460937,16.514907359883527,78.85774178648757,16.72108515555269
08,NALGONDA,0854,GURRAMPODE,27,27,302.345275998269,74711.14476034764,78.99449829797238,16.750879216770155,79.21207021400352,16.940551477585288
08,NALGONDA,0847,HUZURNAGAR,7,7,87.602780657355,21647.118531920118,79.78604067475604,16.820188275774964,79.91242073338027,16.951196111435397
08,NALGONDA,0811,JAJIREDDI GUDEM,15,15,202.276739036618,49983.67076157775,79.41144726754513,17.262033172965513,79.63705590068666,17.418846867482255
08,NALGONDA,0839,KANGAL,26,26,228.71403284905801,56516.46833406026,79.09093662188153,16.868956885411915,79.34851885067283,17.029174282396777
08,NALGONDA,0823,KATTANGOOR,18,18,182.609078417794,45123.685981796494,79.2483311474152,17.120747611413464,79.39507921951348,17.29070005330542
08,NALGONDA,0825,KETHEPALLE,13,13,148.740433837317,36754.56164296188,79.44003788856338,17.071275966741684,79.59212656602877,17.262961355015925
08,NALGONDA,0845,KODAD,17,17,246.356376767859,60875.986458090505,79.88118397371396,16.87936774018899,80.06187076552706,17.082482269589015
08,NALGONDA,0802,M.TURKAPALLE,22,22,222.718172770135,55034.859042034244,78.71270443358975,17.56590481978015,78.90827738412955,17.75312750528604
08,NALGONDA,0837,MARRIGUDA,17,17,216.056431571943,53388.70694201948,78.75333212141881,16.9131599980815,78.97176914153702,17.073292743177472
08,NALGONDA,0848,MATTAM PALLE,11,11,204.57710775609002,50552.10425151801,79.75137468022601,16.672197972899543,79.93019802756653,16.854108495410035
08,NALGONDA,0846,MELLA CHERUVU,14,14,397.70871862917403,98275.96462967957,79.84830963470807,16.63128431134974,80.07294608588796,16.90119764129885
08,NALGONDA,0842,MIRYALAGUDA,24,24,229.021583436508,56592.465739292544,79.47910035643034,16.76989229804275,79.66233858883193,17.00745461368457
08,NALGONDA,0828,MOTHEY,17,17,206.05748603864402,50917.91369174422,79.71553843557655,17.099154392013162,79.90201972332295,17.28416509940567
08,NALGONDA,0813,MOTHKUR,23,23,274.700738821606,67880.0308558251,79.17585552840896,17.34583073525991,79.45385736154093,17.48886884386064
08,NALGONDA,0830,MUNAGALA,11,11,145.21687735975001,35883.87187545159,79.70880795588688,16.97194172080899,79.92099760210105,17.18238552271152
08,NALGONDA,0835,MUNUGODE,22,22,271.526951648066,67095.77096561191,78.93331330761507,16.99774797869967,79.17090382010977,17.185676265635678
08,NALGONDA,0829,NADIGUDEM,16,16,188.269019879023,46522.287975655316,79.8147914366543,17.01247503084886,79.99199932388379,17.17699559296891
08,NALGONDA,0824,NAKREKAL,16,16,138.658915200869,34263.364134534066,79.36420206361836,17.073866948544545,79.49445496561232,17.264168274759708
08,NALGONDA,0834,NALGONDA,31,31,308.01509905354703,76112.18854927344,79.11230282615558,16.94734280565085,79.35090703169158,17.153917196676655
08,NALGONDA,0855,NAMPALLE,29,29,259.018038825887,64004.75129094785,78.86526647112024,16.763049130375023,79.05507849958546,16.985013252533943
08,NALGONDA,0836,NARAYANAPUR,15,15,252.01894174652,62275.23673722515,78.77367447063558,17.044162222248694,79.00033788572333,17.21625298605492
08,NALGONDA,0822,NARKETPALLE,19,19,225.05466601836798,55612.21909743432,79.13889079712982,17.116975295684977,79.31424396059982,17.362197683102526
08,NALGONDA,0849,NEREDCHERLA,27,27,260.161523064931,64287.31240003851,79.61042657708653,16.68976458219596,79.78643561361982,16.98412754721422
08,NALGONDA,0840,NIDAMANUR,19,19,279.737526877451,69124.64828973394,79.28488938163612,16.715177947160754,79.47424894938514,16.979610849121578
